reg_array,field_array,reg_name,field_name,bits,addr,type,rst_val,attr,description
,,INTR_EN_0,result7_flag_en,15:15,32,rw_me,'0,,
,,INTR_EN_1,result8_flag_en,0:0,36,rw_me,'0,,
,,INTR_EN_1,result9_flag_en,1:1,36,rw_me,'0,,
,,INTR_EN_1,result10_flag_en,2:2,36,rw_me,'0,,
,,INTR_EN_1,result11_flag_en,3:3,36,rw_me,'0,,
,,INTR_EN_1,result12_flag_en,4:4,36,rw_me,'0,,
,,INTR_EN_1,result13_flag_en,5:5,36,rw_me,'0,,
,,INTR_EN_1,result14_flag_en,6:6,36,rw_me,'0,,
,,INTR_EN_1,result15_flag_en,7:7,36,rw_me,'0,,
,,DMA_EN_0,trig_to_dma_en,0:0,40,rw_me,'0,,
,,DMA_EN_0,ov_dma_en,1:1,40,rw_me,'0,,
,,DMA_EN_0,seq_ov_dma_en,2:2,40,rw_me,'0,,
,,DMA_EN_0,wc_in_dma_en,3:3,40,rw_me,'0,,
,,DMA_EN_0,wc_high_dma_en,4:4,40,rw_me,'0,,
,,DMA_EN_0,wc_low_dma_en,5:5,40,rw_me,'0,,
,,DMA_EN_0,dma_done_dma_en,6:6,40,rw_me,'0,,
,,DMA_EN_0,uf_dma_en,7:7,40,rw_me,'0,,
,,DMA_EN_0,result0_dma_en,8:8,40,rw_me,'0,,
,,DMA_EN_0,result1_dma_en,9:9,40,rw_me,'0,,
,,DMA_EN_0,result2_dma_en,10:10,40,rw_me,'0,,
,,DMA_EN_0,result3_dma_en,11:11,40,rw_me,'0,,
,,DMA_EN_0,result4_dma_en,12:12,40,rw_me,'0,,
,,DMA_EN_0,result5_dma_en,13:13,40,rw_me,'0,,
,,DMA_EN_0,result6_dma_en,14:14,40,rw_me,'0,,
,,DMA_EN_0,result7_dma_en,15:15,40,rw_me,'0,,
,,DMA_EN_1,result8_dma_en,0:0,44,rw_me,'0,,
,,DMA_EN_1,result9_dma_en,1:1,44,rw_me,'0,,
,,DMA_EN_1,result10_dma_en,2:2,44,rw_me,'0,,
,,DMA_EN_1,result11_dma_en,3:3,44,rw_me,'0,,
,,DMA_EN_1,result12_dma_en,4:4,44,rw_me,'0,,
,,DMA_EN_1,result13_dma_en,5:5,44,rw_me,'0,,
,,DMA_EN_1,result14_dma_en,6:6,44,rw_me,'0,,
,,DMA_EN_1,result15_dma_en,7:7,44,rw_me,'0,,
,,EVENT_EN_0,trig_to_dma_event_en,0:0,48,rw_me,'0,,
,,EVENT_EN_0,ov_flag_event_en,1:1,48,rw_me,'0,,
,,EVENT_EN_0,seq_ov_flow_event_en,2:2,48,rw_me,'0,,
,,EVENT_EN_0,wc_in_event_en,3:3,48,rw_me,'0,,
,,EVENT_EN_0,wc_high_event_en,4:4,48,rw_me,'0,,
,,EVENT_EN_0,wc_low_event_en,5:5,48,rw_me,'0,,
,,EVENT_EN_0,dma_done_event_en,6:6,48,rw_me,'0,,
,,EVENT_EN_0,uf_flag_event_en,7:7,48,rw_me,'0,,
,,EVENT_EN_0,result0_event_en,8:8,48,rw_me,'0,,
,,EVENT_EN_0,result1_event_en,9:9,48,rw_me,'0,,
,,EVENT_EN_0,result2_event_en,10:10,48,rw_me,'0,,
,,EVENT_EN_0,result3_event_en,11:11,48,rw_me,'0,,
,,EVENT_EN_0,result4_event_en,12:12,48,rw_me,'0,,
,,EVENT_EN_0,result5_event_en,13:13,48,rw_me,'0,,
,,EVENT_EN_0,result6_event_en,14:14,48,rw_me,'0,,
,,EVENT_EN_0,result7_event_en,15:15,48,rw_me,'0,,
,,EVENT_EN_1,result8_event_en,0:0,52,rw_me,'0,,
,,EVENT_EN_1,result9_event_en,1:1,52,rw_me,'0,,
,,EVENT_EN_1,result10_event_en,2:2,52,rw_me,'0,,
,,EVENT_EN_1,result11_event_en,3:3,52,rw_me,'0,,
,,EVENT_EN_1,result12_event_en,4:4,52,rw_me,'0,,
,,EVENT_EN_1,result13_event_en,5:5,52,rw_me,'0,,
,,EVENT_EN_1,result14_event_en,6:6,52,rw_me,'0,,
,,EVENT_EN_1,result15_event_en,7:7,52,rw_me,'0,,
,,INTR_NMI_EN_0,trig_to_dma_flag_nmi_en,0:0,56,rw_me,'0,,
,,INTR_NMI_EN_0,ov_flag_nmi_en,1:1,56,rw_me,'0,,
,,INTR_NMI_EN_0,seq_ov_flow_nmi_en,2:2,56,rw_me,'0,,
,,INTR_NMI_EN_0,wc_in_flag_nmi_en,3:3,56,rw_me,'0,,
,,INTR_NMI_EN_0,wc_high_flag_nmi_en,4:4,56,rw_me,'0,,
,,INTR_NMI_EN_0,wc_low_flag_nmi_en,5:5,56,rw_me,'0,,
,,INTR_NMI_EN_0,dma_done_nmi_en,6:6,56,rw_me,'0,,
,,INTR_NMI_EN_0,uf_flag_nmi_en,7:7,56,rw_me,'0,,
,,INTR_NMI_EN_0,result0_flag_nmi_en,8:8,56,rw_me,'0,,
,,INTR_NMI_EN_0,result1_flag_nmi_en,9:9,56,rw_me,'0,,
,,INTR_NMI_EN_0,result2_flag_nmi_en,10:10,56,rw_me,'0,,
,,INTR_NMI_EN_0,result3_flag_nmi_en,11:11,56,rw_me,'0,,
,,INTR_NMI_EN_0,result4_flag_nmi_en,12:12,56,rw_me,'0,,
,,INTR_NMI_EN_0,result5_flag_nmi_en,13:13,56,rw_me,'0,,
,,INTR_NMI_EN_0,result6_flag_nmi_en,14:14,56,rw_me,'0,,
,,INTR_NMI_EN_0,result7_flag_nmi_en,15:15,56,rw_me,'0,,
,,INTR_NMI_EN_1,result8_flag_nmi_en,0:0,60,rw_me,'0,,
,,INTR_NMI_EN_1,result9_flag_nmi_en,1:1,60,rw_me,'0,,
,,INTR_NMI_EN_1,result10_flag_nmi_en,2:2,60,rw_me,'0,,
,,INTR_NMI_EN_1,result11_flag_nmi_en,3:3,60,rw_me,'0,,
,,INTR_NMI_EN_1,result12_flag_nmi_en,4:4,60,rw_me,'0,,
,,INTR_NMI_EN_1,result13_flag_nmi_en,5:5,60,rw_me,'0,,
,,INTR_NMI_EN_1,result14_flag_nmi_en,6:6,60,rw_me,'0,,
,,INTR_NMI_EN_1,result15_flag_nmi_en,7:7,60,rw_me,'0,,
,,INTR_STS,intr_first,7:0,64,ro,'0,,
,,INTR_SW,trig_to_dma_flag_sw_set,0:0,68,rw_pulse,'0,,
,,INTR_SW,ov_flag_sw_set,1:1,68,rw_pulse,'0,,
,,INTR_SW,seq_ov_flow_sw_set,2:2,68,rw_pulse,'0,,
,,INTR_SW,wc_in_flag_sw_set,3:3,68,rw_pulse,'0,,
,,INTR_SW,wc_high_flag_sw_set,4:4,68,rw_pulse,'0,,
,,INTR_SW,wc_low_flag_sw_set,5:5,68,rw_pulse,'0,,
,,INTR_SW,dma_done_sw_set,6:6,68,rw_pulse,'0,,
,,INTR_SW,uf_flag_sw_set,7:7,68,rw_pulse,'0,,
,,INTR_SW,result0_flag_sw_set,8:8,68,rw_pulse,'0,,
,,INTR_SW,result1_flag_sw_set,9:9,68,rw_pulse,'0,,
,,INTR_SW,result2_flag_sw_set,10:10,68,rw_pulse,'0,,
,,INTR_SW,result3_flag_sw_set,11:11,68,rw_pulse,'0,,
,,INTR_SW,result4_flag_sw_set,12:12,68,rw_pulse,'0,,
,,INTR_SW,result5_flag_sw_set,13:13,68,rw_pulse,'0,,
,,INTR_SW,result6_flag_sw_set,14:14,68,rw_pulse,'0,,
,,INTR_SW,result7_flag_sw_set,15:15,68,rw_pulse,'0,,
,,INTR_SW,result8_flag_sw_set,16:16,68,rw_pulse,'0,,
,,INTR_SW,result9_flag_sw_set,17:17,68,rw_pulse,'0,,
,,INTR_SW,result10_flag_sw_set,18:18,68,rw_pulse,'0,,
,,INTR_SW,result11_flag_sw_set,19:19,68,rw_pulse,'0,,
,,INTR_SW,result12_flag_sw_set,20:20,68,rw_pulse,'0,,
,,INTR_SW,result13_flag_sw_set,21:21,68,rw_pulse,'0,,
,,INTR_SW,result14_flag_sw_set,22:22,68,rw_pulse,'0,,
,,INTR_SW,result15_flag_sw_set,23:23,68,rw_pulse,'0,,
,,CONV_CFG,conv_mode,1:0,72,rw,0,,
,,CONV_CFG,start_addr,5:2,72,rw,0,,
,,CONV_CFG,end_addr,9:6,72,rw,0,,
,,CONV_CFG,trigger_source,10:10,72,rw,0,,
,,CONV_CFG,adc_res,12:11,72,rw,0,,
,,CONV_CFG,en_conv,13:13,72,rw,0,,
16_reg_array_start,,CHNL_CFG_0,channel_sel,3:0,76,rw,0,,
16_reg_array_start,,CHNL_CFG_0,vref_sel,5:4,76,rw,0,,
16_reg_array_start,,CHNL_CFG_0,hw_avg_en,6:6,76,rw,0,,
16_reg_array_start,,CHNL_CFG_0,window_comp_en,7:7,76,rw,0,,
16_reg_array_start,,CHNL_CFG_0,bcs_en,8:8,76,rw,0,,
16_reg_array_body,,CHNL_CFG_1,channel_sel,3:0,80,rw,0,,
16_reg_array_body,,CHNL_CFG_1,vref_sel,5:4,80,rw,0,,
16_reg_array_body,,CHNL_CFG_1,hw_avg_en,6:6,80,rw,0,,
16_reg_array_body,,CHNL_CFG_1,window_comp_en,7:7,80,rw,0,,
16_reg_array_body,,CHNL_CFG_1,bcs_en,8:8,80,rw,0,,
16_reg_array_body,,CHNL_CFG_2,channel_sel,3:0,84,rw,0,,
16_reg_array_body,,CHNL_CFG_2,vref_sel,5:4,84,rw,0,,
16_reg_array_body,,CHNL_CFG_2,hw_avg_en,6:6,84,rw,0,,
16_reg_array_body,,CHNL_CFG_2,window_comp_en,7:7,84,rw,0,,
16_reg_array_body,,CHNL_CFG_2,bcs_en,8:8,84,rw,0,,
16_reg_array_body,,CHNL_CFG_3,channel_sel,3:0,88,rw,0,,
16_reg_array_body,,CHNL_CFG_3,vref_sel,5:4,88,rw,0,,
16_reg_array_body,,CHNL_CFG_3,hw_avg_en,6:6,88,rw,0,,
16_reg_array_body,,CHNL_CFG_3,window_comp_en,7:7,88,rw,0,,
16_reg_array_body,,CHNL_CFG_3,bcs_en,8:8,88,rw,0,,
16_reg_array_body,,CHNL_CFG_4,channel_sel,3:0,92,rw,0,,
16_reg_array_body,,CHNL_CFG_4,vref_sel,5:4,92,rw,0,,
16_reg_array_body,,CHNL_CFG_4,hw_avg_en,6:6,92,rw,0,,
16_reg_array_body,,CHNL_CFG_4,window_comp_en,7:7,92,rw,0,,
16_reg_array_body,,CHNL_CFG_4,bcs_en,8:8,92,rw,0,,
16_reg_array_body,,CHNL_CFG_5,channel_sel,3:0,96,rw,0,,
16_reg_array_body,,CHNL_CFG_5,vref_sel,5:4,96,rw,0,,
16_reg_array_body,,CHNL_CFG_5,hw_avg_en,6:6,96,rw,0,,
16_reg_array_body,,CHNL_CFG_5,window_comp_en,7:7,96,rw,0,,
16_reg_array_body,,CHNL_CFG_5,bcs_en,8:8,96,rw,0,,
16_reg_array_body,,CHNL_CFG_6,channel_sel,3:0,100,rw,0,,
16_reg_array_body,,CHNL_CFG_6,vref_sel,5:4,100,rw,0,,
16_reg_array_body,,CHNL_CFG_6,hw_avg_en,6:6,100,rw,0,,
16_reg_array_body,,CHNL_CFG_6,window_comp_en,7:7,100,rw,0,,
16_reg_array_body,,CHNL_CFG_6,bcs_en,8:8,100,rw,0,,
16_reg_array_body,,CHNL_CFG_7,channel_sel,3:0,104,rw,0,,
16_reg_array_body,,CHNL_CFG_7,vref_sel,5:4,104,rw,0,,
16_reg_array_body,,CHNL_CFG_7,hw_avg_en,6:6,104,rw,0,,
16_reg_array_body,,CHNL_CFG_7,window_comp_en,7:7,104,rw,0,,
16_reg_array_body,,CHNL_CFG_7,bcs_en,8:8,104,rw,0,,
16_reg_array_body,,CHNL_CFG_8,channel_sel,3:0,108,rw,0,,
16_reg_array_body,,CHNL_CFG_8,vref_sel,5:4,108,rw,0,,
16_reg_array_body,,CHNL_CFG_8,hw_avg_en,6:6,108,rw,0,,
16_reg_array_body,,CHNL_CFG_8,window_comp_en,7:7,108,rw,0,,
16_reg_array_body,,CHNL_CFG_8,bcs_en,8:8,108,rw,0,,
16_reg_array_body,,CHNL_CFG_9,channel_sel,3:0,112,rw,0,,
16_reg_array_body,,CHNL_CFG_9,vref_sel,5:4,112,rw,0,,
16_reg_array_body,,CHNL_CFG_9,hw_avg_en,6:6,112,rw,0,,
16_reg_array_body,,CHNL_CFG_9,window_comp_en,7:7,112,rw,0,,
16_reg_array_body,,CHNL_CFG_9,bcs_en,8:8,112,rw,0,,
16_reg_array_body,,CHNL_CFG_10,channel_sel,3:0,116,rw,0,,
16_reg_array_body,,CHNL_CFG_10,vref_sel,5:4,116,rw,0,,
16_reg_array_body,,CHNL_CFG_10,hw_avg_en,6:6,116,rw,0,,
16_reg_array_body,,CHNL_CFG_10,window_comp_en,7:7,116,rw,0,,
16_reg_array_body,,CHNL_CFG_10,bcs_en,8:8,116,rw,0,,
16_reg_array_body,,CHNL_CFG_11,channel_sel,3:0,120,rw,0,,
16_reg_array_body,,CHNL_CFG_11,vref_sel,5:4,120,rw,0,,
16_reg_array_body,,CHNL_CFG_11,hw_avg_en,6:6,120,rw,0,,
16_reg_array_body,,CHNL_CFG_11,window_comp_en,7:7,120,rw,0,,
16_reg_array_body,,CHNL_CFG_11,bcs_en,8:8,120,rw,0,,
16_reg_array_body,,CHNL_CFG_12,channel_sel,3:0,124,rw,0,,
16_reg_array_body,,CHNL_CFG_12,vref_sel,5:4,124,rw,0,,
16_reg_array_body,,CHNL_CFG_12,hw_avg_en,6:6,124,rw,0,,
16_reg_array_body,,CHNL_CFG_12,window_comp_en,7:7,124,rw,0,,
16_reg_array_body,,CHNL_CFG_12,bcs_en,8:8,124,rw,0,,
16_reg_array_body,,CHNL_CFG_13,channel_sel,3:0,128,rw,0,,
16_reg_array_body,,CHNL_CFG_13,vref_sel,5:4,128,rw,0,,
16_reg_array_body,,CHNL_CFG_13,hw_avg_en,6:6,128,rw,0,,
16_reg_array_body,,CHNL_CFG_13,window_comp_en,7:7,128,rw,0,,
16_reg_array_body,,CHNL_CFG_13,bcs_en,8:8,128,rw,0,,
16_reg_array_body,,CHNL_CFG_14,channel_sel,3:0,132,rw,0,,
16_reg_array_body,,CHNL_CFG_14,vref_sel,5:4,132,rw,0,,
16_reg_array_body,,CHNL_CFG_14,hw_avg_en,6:6,132,rw,0,,
16_reg_array_body,,CHNL_CFG_14,window_comp_en,7:7,132,rw,0,,
16_reg_array_body,,CHNL_CFG_14,bcs_en,8:8,132,rw,0,,
16_reg_array_end,,CHNL_CFG_15,channel_sel,3:0,136,rw,0,,
16_reg_array_end,,CHNL_CFG_15,vref_sel,5:4,136,rw,0,,
16_reg_array_end,,CHNL_CFG_15,hw_avg_en,6:6,136,rw,0,,
16_reg_array_end,,CHNL_CFG_15,window_comp_en,7:7,136,rw,0,,
16_reg_array_end,,CHNL_CFG_15,bcs_en,8:8,136,rw,0,,
,,RESULT_CFG,fifo_en,0:0,140,rw,0,,
,,HW_AVG_CFG,hw_sample_cnt,3:0,144,rw,0,,
,,HW_AVG_CFG,hw_avg_sample_div,7:4,144,rw,0,,
,,RESULT[16],result,15:0,148,ro,0,::extern,
,,TIMER_START,timer_cnt_start,3:0,212,rw,0,,
,,TIMER_SAMPLE,timer_cnt_sample,4:0,216,rw,0,,
,,TIMER_CONVERSION,timer_cnt_conversion,7:0,220,rw,0,,
,,WINDOW_COMP,window_comp_th_low,15:0,224,rw,0,,
,,WINDOW_COMP,window_comp_th_high,31:16,224,rw,0,,
,,ADC_STATUS,adc_busy,0:0,228,rw,0,,
,,DMA_REG,dma_en,0:0,232,rw,0,,
,,POWER_DN,pwr_dn,0:0,236,rw,0,,
,,SUBS_PORT,subs_port,3:0,240,rw,'0,,
,,PUBS_PORT,pubs_port,3:0,244,rw,'0,,
,,CALIBRATION_REQ,cal_req,0:0,248,rw,0,,
,,CALIBRATION_REQ,cal_done,1:1,248,ro,'0,,
,,CALIBRATION_REQ,cal_ctrl,19:2,248,rw,0,,
,,BLOCK_ASYNC_REQ,block_async_req,0:0,252,rw,0,,
,,SW_TRIGGER,sw_trigger,0:0,256,rw,0,::write,
,,SW_TRIGGER,sw_trigger_en,1:1,256,rw,'0,,
,,SPARE_CTRL,adc_cfg0,7:0,260,rw,'0,,
,,SPARE_CTRL,adc_cfg1,15:8,260,rw,'0,,
,,SPARE_CTRL,adc_cfg2,23:16,260,rw,'0,,
,,SPARE_CTRL,adc_cfg3,31:24,260,rw,'0,,
,,SPARE_STS,adc_sts0,7:0,264,ro,'0,,
,,SPARE_STS,adc_sts1,15:8,264,ro,'0,,
,,SPARE_STS,adc_sts2,23:16,264,ro,'0,,
,,SPARE_STS,adc_sts3,31:24,264,ro,'0,,
,,EOC_ANA,eoc_ana,0:0,268,ro,'0,,
,,TEMP_SENSOR_EN,temp_sensor_en,0:0,272,rw,0,,
,,SM_STATE,curr_state,3:0,276,ro,'0,,
,,DMA_TRANSFER_CNT,dma_transfer_cnt,3:0,280,rw,0,,
